INFO 2026-05-21 00:51:36,909 autoreload 2792 7960 Watching for file changes with StatReloader
INFO 2026-05-21 01:04:08,559 autoreload 9676 5012 Watching for file changes with StatReloader
INFO 2026-05-21 01:04:31,207 log 9676 1100 "GET /admin/ HTTP/1.1" 302 0
INFO 2026-05-21 01:04:31,320 log 9676 1100 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4285
INFO 2026-05-21 01:04:31,827 log 9676 8056 "GET /static/admin/js/theme.js HTTP/1.1" 200 1653
INFO 2026-05-21 01:04:31,842 log 9676 1100 "GET /static/admin/css/base.css HTTP/1.1" 200 23100
INFO 2026-05-21 01:04:31,884 log 9676 13220 "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 3538
INFO 2026-05-21 01:04:31,893 log 9676 13220 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 200 3063
INFO 2026-05-21 01:04:31,920 log 9676 17624 "GET /static/admin/css/login.css HTTP/1.1" 200 951
INFO 2026-05-21 01:04:31,923 log 9676 7924 "GET /static/admin/css/responsive.css HTTP/1.1" 200 16194
INFO 2026-05-21 01:04:31,925 log 9676 9876 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810
WARNING 2026-05-21 01:04:32,031 log 9676 9876 Not Found: /favicon.ico
WARNING 2026-05-21 01:04:32,032 log 9676 9876 "GET /favicon.ico HTTP/1.1" 404 10363
INFO 2026-05-21 01:04:39,979 log 9676 9876 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2026-05-21 01:04:40,028 log 9676 9876 "GET /admin/ HTTP/1.1" 200 16019
INFO 2026-05-21 01:04:40,070 log 9676 9876 "GET /static/admin/css/dashboard.css HTTP/1.1" 200 441
INFO 2026-05-21 01:04:40,118 log 9676 7924 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 978
INFO 2026-05-21 01:04:40,119 log 9676 9876 "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 593
INFO 2026-05-21 01:06:00,217 log 9676 9876 "GET /admin/core/branch/ HTTP/1.1" 200 23492
INFO 2026-05-21 01:06:00,512 log 9676 13220 "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2026-05-21 01:06:00,548 log 9676 9876 "GET /static/admin/css/changelists.css HTTP/1.1" 200 7501
